"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa"
0,720,4.257869E-05,3.745983E-05,1
0,735,4.037675E-05,3.559606E-05,1
0,750,3.831638E-05,3.385043E-05,1
0,765,3.638784E-05,3.221484E-05,1
0,780,3.458204E-05,3.068172E-05,1
0,795,3.289061E-05,2.924413E-05,1
0,810,3.13057E-05,2.789555E-05,1
0,825,2.981999E-05,2.662987E-05,1
0,840,2.842671E-05,2.544146E-05,1
0,855,2.711951E-05,2.432505E-05,1
0,870,2.589251E-05,2.327574E-05,1
0,885,2.474027E-05,2.228901E-05,1
0,900,2.365771E-05,2.136063E-05,1
0,915,2.264015E-05,2.04867E-05,1
0,930,2.168319E-05,1.966357E-05,1
0,945,2.078276E-05,1.888786E-05,1
0,960,1.993509E-05,1.815641E-05,1
0,975,1.913664E-05,1.746631E-05,1
0,990,1.838416E-05,1.681481E-05,1
0,1005,1.767456E-05,1.619938E-05,1
0,1020,1.700496E-05,1.561759E-05,1
0,1035,1.63728E-05,1.506733E-05,1
0,1050,1.577556E-05,1.454649E-05,1
0,1065,1.521089E-05,1.405311E-05,1
0,1080,1.467668E-05,1.358544E-05,1
0,1095,1.4171E-05,1.314187E-05,1
0,1110,1.369191E-05,1.272077E-05,1
0,1125,1.323768E-05,1.232071E-05,1
0,1140,1.280679E-05,1.194041E-05,1
0,1155,1.239769E-05,1.15786E-05,1
0,1170,1.200899E-05,1.123408E-05,1
0,1185,1.163944E-05,1.090584E-05,1
0,1200,1.128781E-05,1.059284E-05,1
0,1215,1.095299E-05,1.029414E-05,1
0,1230,1.063393E-05,1.000889E-05,1
0,1245,1.032967E-05,9.736277E-06,1
0,1260,1.003929E-05,9.475524E-06,1
0,1275,9.761933E-06,9.225915E-06,1
0,1290,9.496843E-06,8.986822E-06,1
0,1305,9.243253E-06,8.7576E-06,1
0,1320,9.000458E-06,8.537659E-06,1
0,1335,8.76785E-06,8.326489E-06,1
0,1350,8.54482E-06,8.123578E-06,1
0,1365,8.330795E-06,7.928445E-06,1
0,1380,8.125258E-06,7.740656E-06,1
0,1395,7.92774E-06,7.559816E-06,1
0,1410,7.737774E-06,7.385535E-06,1
0,1425,7.554936E-06,7.217453E-06,1
0,1440,7.378844E-06,7.055248E-06,1
