"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Rifampicin|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Rifampicin|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Rifampicin|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0
0,3,0,8.994778E-05,0,0.0007540822,0,0.01440251
0,6,0,0.001304824,0,0.004720354,0,0.0475876
0,9,0,0.004916329,0,0.0125239,0,0.09649335
0,12,0,0.0117336,0,0.02443658,0,0.1580057
0,15,0,0.0221587,0,0.04027042,0,0.2278041
0,18,0,0.03618388,0,0.0594828,0,0.3016218
0,21,0,0.05346937,0,0.0813371,0,0.3758069
0,24,0,0.07345168,0,0.1050216,0,0.4475157
0,27,0,0.095447,0,0.1297359,0,0.514733
0,30,0,0.1187363,0,0.1547488,0,0.5761922
0,33,0,0.1426289,0,0.1794326,0,0.6312584
0,36,0,0.1665052,0,0.20328,0,0.6797827
0,39,0,0.1898432,0,0.2259055,0,0.7219673
0,42,0,0.2122256,0,0.2470358,0,0.7582343
0,45,0,0.2333384,0,0.2664953,0,0.789136
0,48,0,0.2529638,0,0.2841915,0,0.8152824
0,51,0,0.2709675,0,0.3000978,0,0.8372874
0,54,0,0.2872849,0,0.3142379,0,0.8557337
0,57,0,0.301906,0,0.3266718,0,0.871155
0,60,0,0.3148635,0,0.3374851,0,0.8840287
0,63,0,0.3262205,0,0.3467795,0,0.8947718
0,66,0,0.3360614,0,0.3546655,0,0.9037424
0,69,0,0.3444838,0,0.3612574,0,0.9112453
0,72,0,0.3515927,0,0.3666689,0,0.9175374
0,75,0,0.3574956,0,0.3710106,0,0.9228329
0,78,0,0.3622992,0,0.3743878,0,0.92731
0,81,0,0.3661071,0,0.3768997,0,0.9311157
0,84,0,0.3690176,0,0.3786382,0,0.9343714
0,87,0,0.3711231,0,0.3796883,0,0.9371764
0,90,0,0.3725095,0,0.3801275,0,0.9396123
0,93,0,0.3732562,0,0.3800264,0,0.9417456
0,96,0,0.3734358,0,0.3794492,0,0.9436306
0,99,0,0.3731144,0,0.3784536,0,0.9453115
0,102,0,0.3723518,0,0.3770915,0,0.9468246
0,105,0,0.3712019,0,0.3754093,0,0.9481989
0,108,0,0.3697132,0,0.3734487,0,0.9494587
0,111,0,0.3679293,0,0.3712468,0,0.9506233
0,114,0,0.3658891,0,0.3688369,0,0.9517087
0,117,0,0.3636274,0,0.3662484,0,0.9527279
0,120,0,0.3611751,0,0.3635075,0,0.9536914
0,123,0,0.3585598,0,0.3606376,0,0.9546079
