"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Midazolam|Whole Blood (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Rifampicin|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Rifampicin|Whole Blood (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Rifampicin|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Rifampicin|Fraction of oral drug mass absorbed into mucosa"
0,2562,0,0,0.7789588,0.6979339,0,0.7454823,0,1.04521
0,2565,0,0,0.7754026,0.694676,0,0.7419537,0,1.045248
0,2568,0,0,0.7718768,0.6914461,0,0.7384556,0,1.045286
0,2571,0,0,0.7683811,0.688244,0,0.7349878,0,1.045324
0,2574,0,0,0.7649153,0.6850694,0,0.7315499,0,1.045362
0,2577,0,0,0.761479,0.681922,0,0.7281417,0,1.045399
0,2580,0,0,0.758072,0.6788016,0,0.724763,0,1.045436
0,2583,0,0,0.7546939,0.6757079,0,0.7214133,0,1.045473
0,2586,0,0,0.7513442,0.6726404,0,0.718092,0,1.04551
0,2589,0,0,0.7480228,0.6695991,0,0.714799,0,1.045546
0,2592,0,0,0.7447295,0.6665836,0,0.7115343,0,1.045582
0,2595,0,0,0.7414639,0.6635937,0,0.7082973,0,1.045618
0,2598,0,0,0.7382258,0.6606292,0,0.7050878,0,1.045654
0,2601,0,0,0.7350149,0.6576898,0,0.7019055,0,1.045689
0,2604,0,0,0.7318309,0.6547752,0,0.6987503,0,1.045725
0,2607,0,0,0.7286736,0.6518852,0,0.6956217,0,1.04576
0,2610,0,0,0.7255427,0.6490196,0,0.6925195,0,1.045794
0,2613,0,0,0.722438,0.6461781,0,0.6894438,0,1.045829
0,2616,0,0,0.7193592,0.6433606,0,0.6863942,0,1.045863
0,2619,0,0,0.7163062,0.6405668,0,0.6833704,0,1.045898
0,2622,0,0,0.7132786,0.6377963,0,0.6803722,0,1.045931
0,2625,0,0,0.7102762,0.6350492,0,0.6773993,0,1.045965
0,2628,0,0,0.7072988,0.6323251,0,0.6744516,0,1.045999
0,2631,0,0,0.704346,0.6296237,0,0.6715287,0,1.046032
0,2634,0,0,0.7014178,0.6269448,0,0.6686305,0,1.046065
0,2637,0,0,0.6985138,0.6242884,0,0.6657567,0,1.046098
0,2640,0,0,0.6956339,0.6216542,0,0.6629071,0,1.04613
0,2643,0,0,0.6927773,0.6190414,0,0.6600806,0,1.046163
0,2646,0,0,0.6899441,0.6164503,0,0.6572775,0,1.046195
0,2649,0,0,0.6871341,0.6138806,0,0.6544977,0,1.046227
0,2652,0,0,0.684347,0.6113321,0,0.6517407,0,1.046259
0,2655,0,0,0.6815826,0.6088044,0,0.6490064,0,1.046291
0,2658,0,0,0.6788406,0.6062976,0,0.6462946,0,1.046322
0,2661,0,0,0.6761209,0.6038111,0,0.6436049,0,1.046353
0,2664,0,0,0.6734231,0.6013451,0,0.6409371,0,1.046384
0,2667,0,0,0.670747,0.5988991,0,0.6382911,0,1.046415
0,2670,0,0,0.6680928,0.5964732,0,0.635667,0,1.046446
0,2673,0,0,0.6654603,0.5940673,0,0.633065,0,1.046476
0,2676,0,0,0.6628491,0.591681,0,0.6304845,0,1.046506
0,2679,0,0,0.6602591,0.5893141,0,0.6279253,0,1.046536
0,2682,0,0,0.6576899,0.5869665,0,0.6253871,0,1.046566
0,2685,0,0,0.6551415,0.584638,0,0.6228699,0,1.046596
0,2688,0,0,0.6526137,0.5823284,0,0.6203735,0,1.046626
0,2691,0,0,0.6501063,0.5800377,0,0.6178977,0,1.046655
0,2694,0,0,0.647619,0.5777655,0,0.6154425,0,1.046684
0,2697,0,0,0.6451519,0.5755117,0,0.6130074,0,1.046713
0,2700,0,0,0.6427035,0.5732754,0,0.6105906,0,1.046742
0,2703,0,0,0.6402745,0.5710571,0,0.6081931,0,1.046771
0,2706,0,0,0.6378646,0.5688565,0,0.6058146,0,1.046799
0,2709,0,0,0.6354737,0.5666732,0,0.603455,0,1.046827
0,2712,0,0,0.6331014,0.5645073,0,0.6011139,0,1.046856
0,2715,0,0,0.6307476,0.5623584,0,0.5987911,0,1.046884
0,2718,0,0,0.6284121,0.5602265,0,0.5964863,0,1.046911
0,2721,0,0,0.6260945,0.5581113,0,0.5941994,0,1.046939
0,2724,0,0,0.6237948,0.5560125,0,0.5919299,0,1.046967
0,2727,0,0,0.6215134,0.5539306,0,0.5896792,0,1.046994
0,2730,0,0,0.6192505,0.5518655,0,0.5874478,0,1.047021
0,2733,0,0,0.6170053,0.5498168,0,0.5852342,0,1.047048
0,2736,0,0,0.6147778,0.5477843,0,0.5830386,0,1.047075
0,2739,0,0,0.6125678,0.5457678,0,0.5808609,0,1.047102
0,2742,0,0,0.6103753,0.5437673,0,0.5787009,0,1.047128
0,2745,0,0,0.6082,0.5417828,0,0.5765586,0,1.047155
0,2748,0,0,0.606042,0.5398139,0,0.5744342,0,1.047181
0,2751,0,0,0.6039011,0.5378608,0,0.5723273,0,1.047207
0,2754,0,0,0.6017771,0.5359231,0,0.5702378,0,1.047233
0,2757,0,0,0.599668,0.5339996,0,0.5681617,0,1.047258
0,2760,0,0,0.5975751,0.5320908,0,0.5661016,0,1.047284
0,2763,0,0,0.5954981,0.5301969,0,0.5640572,0,1.04731
0,2766,0,0,0.5934367,0.5283174,0,0.5620283,0,1.047335
0,2769,0,0,0.5913908,0.5264523,0,0.5600145,0,1.04736
0,2772,0,0,0.5893603,0.5246013,0,0.5580157,0,1.047385
0,2775,0,0,0.5873448,0.5227644,0,0.5560315,0,1.04741
0,2778,0,0,0.5853442,0.5209413,0,0.5540615,0,1.047435
0,2781,0,0,0.5833582,0.5191319,0,0.5521056,0,1.047459
0,2784,0,0,0.5813876,0.5173365,0,0.5501658,0,1.047484
0,2787,0,0,0.5794324,0.515555,0,0.5482424,0,1.047508
0,2790,0,0,0.5774918,0.5137872,0,0.5463338,0,1.047533
0,2793,0,0,0.5755659,0.5120326,0,0.5444402,0,1.047557
0,2796,0,0,0.5736544,0.5102915,0,0.5425614,0,1.047581
0,2799,0,0,0.5717573,0.5085635,0,0.5406973,0,1.047604
0,2802,0,0,0.5698745,0.5068487,0,0.538848,0,1.047628
0,2805,0,0,0.5680059,0.5051468,0,0.5370135,0,1.047652
0,2808,0,0,0.5661513,0.5034578,0,0.5351938,0,1.047675
0,2811,0,0,0.5643106,0.5017816,0,0.5333884,0,1.047698
0,2814,0,0,0.5624818,0.5001168,0,0.5315928,0,1.047722
0,2817,0,0,0.560666,0.498464,0,0.5298101,0,1.047745
0,2820,0,0,0.558863,0.4968231,0,0.5280399,0,1.047768
0,2823,0,0,0.5570727,0.495194,0,0.5262821,0,1.04779
0,2826,0,0,0.5552948,0.4935764,0,0.5245361,0,1.047813
0,2829,0,0,0.553529,0.4919702,0,0.5228019,0,1.047836
0,2832,0,0,0.5517753,0.4903753,0,0.5210789,0,1.047858
0,2835,0,0,0.5500333,0.4887913,0,0.519367,0,1.04788
0,2838,0,0,0.5483028,0.4872182,0,0.5176657,0,1.047903
0,2841,0,0,0.5465857,0.4856571,0,0.5159792,0,1.047925
0,2844,0,0,0.5448821,0.4841082,0,0.5143075,0,1.047947
0,2847,0,0,0.5431908,0.4825705,0,0.5126486,0,1.047969
0,2850,0,0,0.5415119,0.4810441,0,0.5110026,0,1.04799
0,2853,0,0,0.5398453,0.4795288,0,0.5093696,0,1.048012
0,2856,0,0,0.5381911,0.4780248,0,0.5077496,0,1.048033
0,2859,0,0,0.5365493,0.476532,0,0.506143,0,1.048055
0,2862,0,0,0.53492,0.4750504,0,0.5045498,0,1.048076
0,2865,0,0,0.533303,0.4735799,0,0.5029703,0,1.048097
0,2868,0,0,0.5316983,0.4721205,0,0.5014039,0,1.048118
0,2871,0,0,0.5301034,0.4706706,0,0.4998441,0,1.048139
0,2874,0,0,0.5285199,0.4692311,0,0.4982958,0,1.04816
0,2877,0,0,0.5269478,0.4678022,0,0.4967585,0,1.048181
0,2880,0,0,0.525387,0.4663836,0,0.4952322,0,1.048202
0,2883,0,0,0.5259905,0.4665136,0,0.511746,0,0.7036022
0,2886,0,0,0.5536599,0.4876462,0,0.606188,0,0.7146543
0,2889,0,0,0.6405097,0.556815,0,0.7990048,0,0.7308298
0,2892,0,0,0.8090972,0.6937012,0,1.096761,0,0.7496225
0,2895,0,0,1.068555,0.9069993,0,1.493871,0,0.7702432
0,2898,0,0,1.422932,1.2005,0,1.993719,0,0.7923571
0,2901,0,0,1.875888,1.577235,0,2.598601,0,0.8155392
0,2904,0,0,2.429551,2.038871,0,3.307468,0,0.8393152
0,2907,0,0,3.08341,2.585004,0,4.114633,0,0.8631895
0,2910,0,0,3.832272,3.211819,0,5.004142,0,0.8855647
0,2913,0,0,4.658085,3.906114,0,5.934691,0,0.905445
0,2916,0,0,5.532816,4.646889,0,6.874787,0,0.9228337
0,2919,0,0,6.429248,5.413124,0,7.799709,0,0.9378474
0,2922,0,0,7.323107,6.185512,0,8.689626,0,0.9506736
0,2925,0,0,8.193899,6.94718,0,9.529308,0,0.9615362
0,2928,0,0,9.025209,7.684037,0,10.30785,0,0.9706714
0,2931,0,0,9.804596,8.384816,0,11.01821,0,0.9783117
0,2934,0,0,10.52353,9.041157,0,11.65665,0,0.9846748
0,2937,0,0,11.17664,9.647142,0,12.22192,0,0.9899576
0,2940,0,0,11.76119,10.19901,0,12.71486,0,0.994334
0,2943,0,0,12.27663,10.69484,0,13.13762,0,0.9979553
0,2946,0,0,12.72405,11.1342,0,13.49357,0,1.000951
0,2949,0,0,13.10584,11.51785,0,13.78672,0,1.003431
0,2952,0,0,13.42528,11.84751,0,14.02149,0,1.005487
0,2955,0,0,13.68623,12.12552,0,14.20258,0,1.007195
0,2958,0,0,13.89286,12.35472,0,14.33462,0,1.008621
0,2961,0,0,14.0495,12.5382,0,14.42216,0,1.009815
0,2964,0,0,14.16055,12.6793,0,14.46982,0,1.010822
0,2967,0,0,14.23036,12.78143,0,14.48188,0,1.011677
0,2970,0,0,14.26311,12.84797,0,14.46209,0,1.012409
0,2973,0,0,14.26267,12.88219,0,14.41432,0,1.013041
0,2976,0,0,14.23283,12.88732,0,14.34233,0,1.013593
0,2979,0,0,14.17714,12.86644,0,14.24882,0,1.01408
0,2982,0,0,14.09866,12.82234,0,14.13641,0,1.014515
0,2985,0,0,14.0003,12.75768,0,14.00873,0,1.014908
0,2988,0,0,13.88497,12.6751,0,13.86754,0,1.015267
0,2991,0,0,13.75505,12.57685,0,13.71458,0,1.015597
0,2994,0,0,13.61255,12.46494,0,13.5525,0,1.015905
0,2997,0,0,13.45963,12.34139,0,13.3824,0,1.016195
0,3000,0,0,13.29799,12.20792,0,13.20609,0,1.016469
0,3003,0,0,13.1292,12.06609,0,13.02487,0,1.016732
0,3006,0,0,12.95473,11.91737,0,12.83983,0,1.016985
0,3009,0,0,12.7758,11.76302,0,12.65214,0,1.01723
0,3012,0,0,12.59354,11.6042,0,12.46265,0,1.017469
0,3015,0,0,12.40893,11.44193,0,12.27217,0,1.017703
0,3018,0,0,12.22281,11.27712,0,12.08142,0,1.017932
0,3021,0,0,12.03596,11.11057,0,11.89101,0,1.018158
0,3024,0,0,11.84902,10.943,0,11.70145,0,1.018381
0,3027,0,0,11.66256,10.77503,0,11.5132,0,1.018601
0,3030,0,0,11.47707,10.6072,0,11.32663,0,1.018819
0,3033,0,0,11.29297,10.43997,0,11.14207,0,1.019034
0,3036,0,0,11.11062,10.27377,0,10.95979,0,1.019248
0,3039,0,0,10.93032,10.10893,0,10.78002,0,1.019461
0,3042,0,0,10.75231,9.945748,0,10.60294,0,1.019672
0,3045,0,0,10.57682,9.784485,0,10.42871,0,1.019881
0,3048,0,0,10.40401,9.625348,0,10.25743,0,1.020089
0,3051,0,0,10.23402,9.468511,0,10.08921,0,1.020296
0,3054,0,0,10.06696,9.314116,0,9.924109,0,1.020501
0,3057,0,0,9.902908,9.162279,0,9.762171,0,1.020706
0,3060,0,0,9.741925,9.013088,0,9.603426,0,1.020909
0,3063,0,0,9.584052,8.866611,0,9.447886,0,1.021112
0,3066,0,0,9.429313,8.722896,0,9.295553,0,1.021313
0,3069,0,0,9.277715,8.581974,0,9.146409,0,1.021513
0,3072,0,0,9.129256,8.443863,0,9.000442,0,1.021713
0,3075,0,0,8.983919,8.308568,0,8.857603,0,1.021911
0,3078,0,0,8.841684,8.176084,0,8.717886,0,1.022109
0,3081,0,0,8.702515,8.046391,0,8.581202,0,1.022306
0,3084,0,0,8.566378,7.919473,0,8.447561,0,1.022502
0,3087,0,0,8.433242,7.795305,0,8.316933,0,1.022697
0,3090,0,0,8.303068,7.673858,0,8.189178,0,1.022892
0,3093,0,0,8.175775,7.555075,0,8.064224,0,1.023085
0,3096,0,0,8.051219,7.438858,0,7.941726,0,1.023278
0,3099,0,0,7.929339,7.325151,0,7.822216,0,1.023471
0,3102,0,0,7.810113,7.213924,0,7.704999,0,1.023662
0,3105,0,0,7.693618,7.105206,0,7.591136,0,1.023853
0,3108,0,0,7.580001,6.999078,0,7.480111,0,1.024044
0,3111,0,0,7.469176,6.895486,0,7.371402,0,1.024234
0,3114,0,0,7.360622,6.794106,0,7.263928,0,1.024423
0,3117,0,0,7.254078,6.694744,0,7.1595,0,1.024612
0,3120,0,0,7.150011,6.597646,0,7.057904,0,1.0248
0,3123,0,0,7.048454,6.502826,0,6.957793,0,1.024988
0,3126,0,0,6.949039,6.410051,0,6.860415,0,1.025175
0,3129,0,0,6.851698,6.319259,0,6.76431,0,1.025362
0,3132,0,0,6.756513,6.230469,0,6.671472,0,1.025548
0,3135,0,0,6.663597,6.143748,0,6.579553,0,1.025734
0,3138,0,0,6.572381,6.058727,0,6.490471,0,1.02592
0,3141,0,0,6.483336,5.975671,0,6.402151,0,1.026105
0,3144,0,0,6.395895,5.894217,0,6.316883,0,1.026289
0,3147,0,0,6.31052,5.814631,0,6.232348,0,1.026473
0,3150,0,0,6.22681,5.736648,0,6.15033,0,1.026657
0,3153,0,0,6.144863,5.660318,0,6.069351,0,1.02684
0,3156,0,0,6.064588,5.585561,0,5.990388,0,1.027023
0,3159,0,0,5.986042,5.512402,0,5.913342,0,1.027205
0,3162,0,0,5.909123,5.440769,0,5.837636,0,1.027387
0,3165,0,0,5.833781,5.370615,0,5.763387,0,1.027569
0,3168,0,0,5.75995,5.301886,0,5.690606,0,1.02775
0,3171,0,0,5.687583,5.234538,0,5.61928,0,1.027931
0,3174,0,0,5.616644,5.168536,0,5.549367,0,1.028111
0,3177,0,0,5.547107,5.10385,0,5.480782,0,1.028292
0,3180,0,0,5.478924,5.04044,0,5.413527,0,1.028471
0,3183,0,0,5.412062,4.978269,0,5.347561,0,1.028651
0,3186,0,0,5.346483,4.917305,0,5.282853,0,1.02883
0,3189,0,0,5.282156,4.857518,0,5.219363,0,1.029008
0,3192,0,0,5.219049,4.798874,0,5.157059,0,1.029186
0,3195,0,0,5.157128,4.741344,0,5.095911,0,1.029364
0,3198,0,0,5.096363,4.684899,0,5.035889,0,1.029541
0,3201,0,0,5.036722,4.629508,0,4.976964,0,1.029719
0,3204,0,0,4.978177,4.575145,0,4.919109,0,1.029895
0,3207,0,0,4.920699,4.521783,0,4.862295,0,1.030071
0,3210,0,0,4.864261,4.469395,0,4.806496,0,1.030247
0,3213,0,0,4.808837,4.417957,0,4.751687,0,1.030423
0,3216,0,0,4.7544,4.367444,0,4.697842,0,1.030598
0,3219,0,0,4.700927,4.317833,0,4.644938,0,1.030773
0,3222,0,0,4.648392,4.269101,0,4.592952,0,1.030947
0,3225,0,0,4.596772,4.221225,0,4.541861,0,1.031121
0,3228,0,0,4.546046,4.174184,0,4.491642,0,1.031295
0,3231,0,0,4.49619,4.127959,0,4.442276,0,1.031468
0,3234,0,0,4.447184,4.082527,0,4.393742,0,1.031641
0,3237,0,0,4.399006,4.037871,0,4.346018,0,1.031813
0,3240,0,0,4.351638,3.993971,0,4.299086,0,1.031985
0,3243,0,0,4.305059,3.950808,0,4.252928,0,1.032156
0,3246,0,0,4.259252,3.908366,0,4.207524,0,1.032327
0,3249,0,0,4.214195,3.866625,0,4.162855,0,1.032497
0,3252,0,0,4.169872,3.825569,0,4.118904,0,1.032667
0,3255,0,0,4.126265,3.785182,0,4.075653,0,1.032836
0,3258,0,0,4.083355,3.745447,0,4.033085,0,1.033004
0,3261,0,0,4.041127,3.706347,0,3.991184,0,1.033171
0,3264,0,0,3.999562,3.667867,0,3.949929,0,1.033338
0,3267,0,0,3.958641,3.629989,0,3.909301,0,1.033503
0,3270,0,0,3.918346,3.592695,0,3.869278,0,1.033666
0,3273,0,0,3.878657,3.555969,0,3.829844,0,1.033829
0,3276,0,0,3.839556,3.519793,0,3.790983,0,1.03399
0,3279,0,0,3.801028,3.484153,0,3.752684,0,1.03415
0,3282,0,0,3.763059,3.449036,0,3.714931,0,1.034309
0,3285,0,0,3.725636,3.414428,0,3.677715,0,1.034467
0,3288,0,0,3.688747,3.380318,0,3.641023,0,1.034624
0,3291,0,0,3.65238,3.346694,0,3.604842,0,1.034779
0,3294,0,0,3.616526,3.313549,0,3.569172,0,1.034933
0,3297,0,0,3.581173,3.280868,0,3.533995,0,1.035087
0,3300,0,0,3.546307,3.248642,0,3.499291,0,1.035239
0,3303,0,0,3.511915,3.216858,0,3.465045,0,1.035389
0,3306,0,0,3.477992,3.185509,0,3.431263,0,1.035539
0,3309,0,0,3.444524,3.154585,0,3.397937,0,1.035688
0,3312,0,0,3.411505,3.124078,0,3.365056,0,1.035835
0,3315,0,0,3.378927,3.09398,0,3.332611,0,1.035982
0,3318,0,0,3.346782,3.064284,0,3.300593,0,1.036127
0,3321,0,0,3.315064,3.034983,0,3.269,0,1.036271
0,3324,0,0,3.283765,3.00607,0,3.237823,0,1.036415
0,3327,0,0,3.252875,2.977536,0,3.207047,0,1.036557
0,3330,0,0,3.222387,2.949375,0,3.176663,0,1.036698
0,3333,0,0,3.192294,2.92158,0,3.146671,0,1.036838
0,3336,0,0,3.162591,2.894146,0,3.117072,0,1.036977
0,3339,0,0,3.133269,2.867065,0,3.087854,0,1.037115
0,3342,0,0,3.104318,2.840328,0,3.058991,0,1.037252
0,3345,0,0,3.075731,2.81393,0,3.030479,0,1.037388
0,3348,0,0,3.047511,2.787871,0,3.002348,0,1.037523
0,3351,0,0,3.019651,2.762143,0,2.97459,0,1.037657
0,3354,0,0,2.992138,2.736737,0,2.947165,0,1.03779
0,3357,0,0,2.964957,2.711643,0,2.920041,0,1.037922
0,3360,0,0,2.938108,2.686857,0,2.893232,0,1.038053
0,3363,0,0,2.911594,2.66238,0,2.86679,0,1.038184
0,3366,0,0,2.885407,2.638205,0,2.8407,0,1.038313
0,3369,0,0,2.859539,2.614326,0,2.814903,0,1.038441
0,3372,0,0,2.833985,2.590738,0,2.7894,0,1.038568
0,3375,0,0,2.808755,2.567446,0,2.764239,0,1.038694
0,3378,0,0,2.783854,2.544451,0,2.739442,0,1.03882
0,3381,0,0,2.759267,2.521744,0,2.714967,0,1.038944
0,3384,0,0,2.734975,2.499312,0,2.69073,0,1.039068
0,3387,0,0,2.710974,2.47715,0,2.666739,0,1.03919
0,3390,0,0,2.687247,2.455247,0,2.643038,0,1.039312
0,3393,0,0,2.663785,2.433596,0,2.619602,0,1.039432
0,3396,0,0,2.640601,2.412201,0,2.596458,0,1.039552
0,3399,0,0,2.617692,2.391061,0,2.573611,0,1.039671
0,3402,0,0,2.595051,2.370168,0,2.551037,0,1.039789
0,3405,0,0,2.572672,2.349519,0,2.528699,0,1.039906
0,3408,0,0,2.550554,2.329111,0,2.506606,0,1.040023
0,3411,0,0,2.528701,2.308945,0,2.484801,0,1.040138
0,3414,0,0,2.507109,2.289019,0,2.463274,0,1.040253
0,3417,0,0,2.485767,2.269324,0,2.441982,0,1.040367
0,3420,0,0,2.464673,2.249858,0,2.420918,0,1.040479
0,3423,0,0,2.443826,2.230619,0,2.400101,0,1.040591
0,3426,0,0,2.423226,2.211607,0,2.37955,0,1.040703
0,3429,0,0,2.402869,2.192819,0,2.359252,0,1.040813
0,3432,0,0,2.382751,2.17425,0,2.339181,0,1.040923
0,3435,0,0,2.362869,2.155899,0,2.319339,0,1.041031
0,3438,0,0,2.343215,2.137759,0,2.29972,0,1.041139
0,3441,0,0,2.323785,2.119827,0,2.28032,0,1.041246
0,3444,0,0,2.304575,2.102099,0,2.261138,0,1.041353
0,3447,0,0,2.285581,2.084572,0,2.242174,0,1.041458
0,3450,0,0,2.2668,2.067243,0,2.223424,0,1.041563
0,3453,0,0,2.24823,2.050109,0,2.204885,0,1.041667
0,3456,0,0,2.229869,2.033168,0,2.186554,0,1.04177
0,3459,0,0,2.211714,2.016419,0,2.168429,0,1.041872
0,3462,0,0,2.193762,1.999857,0,2.150508,0,1.041974
0,3465,0,0,2.176012,1.983481,0,2.132787,0,1.042075
0,3468,0,0,2.158459,1.967288,0,2.115264,0,1.042175
0,3471,0,0,2.141103,1.951276,0,2.097937,0,1.042274
0,3474,0,0,2.123939,1.935443,0,2.080802,0,1.042373
0,3477,0,0,2.106966,1.919785,0,2.063858,0,1.042471
0,3480,0,0,2.090183,1.904302,0,2.047101,0,1.042568
0,3483,0,0,2.073584,1.88899,0,2.030531,0,1.042664
0,3486,0,0,2.05717,1.873848,0,2.014143,0,1.04276
0,3489,0,0,2.040936,1.858873,0,1.997936,0,1.042855
0,3492,0,0,2.024881,1.844062,0,1.981907,0,1.042949
0,3495,0,0,2.009001,1.829414,0,1.966055,0,1.043043
0,3498,0,0,1.993297,1.814928,0,1.950376,0,1.043135
0,3501,0,0,1.977764,1.8006,0,1.934869,0,1.043227
0,3504,0,0,1.962401,1.786428,0,1.919531,0,1.043319
0,3507,0,0,1.947204,1.772412,0,1.90436,0,1.04341
0,3510,0,0,1.932173,1.758547,0,1.889354,0,1.0435
0,3513,0,0,1.917305,1.744833,0,1.874511,0,1.043589
0,3516,0,0,1.902598,1.731269,0,1.85983,0,1.043678
0,3519,0,0,1.888051,1.717851,0,1.845307,0,1.043766
0,3522,0,0,1.87366,1.704579,0,1.830941,0,1.043853
0,3525,0,0,1.859425,1.691449,0,1.81673,0,1.04394
0,3528,0,0,1.845342,1.678461,0,1.802672,0,1.044026
0,3531,0,0,1.831411,1.665613,0,1.788766,0,1.044112
0,3534,0,0,1.817629,1.652903,0,1.775008,0,1.044196
0,3537,0,0,1.803995,1.640329,0,1.761398,0,1.044281
0,3540,0,0,1.790506,1.62789,0,1.747934,0,1.044364
0,3543,0,0,1.777162,1.615584,0,1.734613,0,1.044447
0,3546,0,0,1.76396,1.603409,0,1.721435,0,1.044529
0,3549,0,0,1.750898,1.591363,0,1.708397,0,1.044611
0,3552,0,0,1.737974,1.579446,0,1.695497,0,1.044692
0,3555,0,0,1.725187,1.567656,0,1.682735,0,1.044772
0,3558,0,0,1.712536,1.55599,0,1.670108,0,1.044852
0,3561,0,0,1.700019,1.544448,0,1.657615,0,1.044932
0,3564,0,0,1.687634,1.533028,0,1.645254,0,1.04501
0,3567,0,0,1.67538,1.521729,0,1.633023,0,1.045088
0,3570,0,0,1.663254,1.510549,0,1.620922,0,1.045166
0,3573,0,0,1.651256,1.499487,0,1.608948,0,1.045243
0,3576,0,0,1.639383,1.48854,0,1.597099,0,1.045319
0,3579,0,0,1.627635,1.477708,0,1.585375,0,1.045395
0,3582,0,0,1.616009,1.46699,0,1.573774,0,1.04547
0,3585,0,0,1.604505,1.456384,0,1.562294,0,1.045544
0,3588,0,0,1.593121,1.445889,0,1.550934,0,1.045618
0,3591,0,0,1.581856,1.435504,0,1.539693,0,1.045692
0,3594,0,0,1.570708,1.425227,0,1.528569,0,1.045765
0,3597,0,0,1.559676,1.415057,0,1.517561,0,1.045837
0,3600,0,0,1.548757,1.404992,0,1.506667,0,1.045909
0,3603,0,0,1.537952,1.395032,0,1.495886,0,1.04598
0,3606,0,0,1.527258,1.385175,0,1.485217,0,1.046051
0,3609,0,0,1.516675,1.375419,0,1.474658,0,1.046121
0,3612,0,0,1.506201,1.365765,0,1.464209,0,1.046191
0,3615,0,0,1.495835,1.35621,0,1.453868,0,1.04626
0,3618,0,0,1.485576,1.346754,0,1.443633,0,1.046329
0,3621,0,0,1.475422,1.337396,0,1.433505,0,1.046397
0,3624,0,0,1.465372,1.328133,0,1.42348,0,1.046465
0,3627,0,0,1.455424,1.318966,0,1.413558,0,1.046532
0,3630,0,0,1.445578,1.309892,0,1.403737,0,1.046599
0,3633,0,0,1.435833,1.300911,0,1.394017,0,1.046665
0,3636,0,0,1.426187,1.292021,0,1.384397,0,1.046731
0,3639,0,0,1.416639,1.283223,0,1.374874,0,1.046796
0,3642,0,0,1.407187,1.274514,0,1.365449,0,1.046861
0,3645,0,0,1.397832,1.265893,0,1.356119,0,1.046925
0,3648,0,0,1.388572,1.25736,0,1.346884,0,1.046988
0,3651,0,0,1.379405,1.248914,0,1.337743,0,1.047052
0,3654,0,0,1.370331,1.240554,0,1.328696,0,1.047115
0,3657,0,0,1.361349,1.232278,0,1.319739,0,1.047177
0,3660,0,0,1.352457,1.224085,0,1.310874,0,1.047239
0,3663,0,0,1.343655,1.215976,0,1.302099,0,1.0473
0,3666,0,0,1.334941,1.207948,0,1.293412,0,1.047361
0,3669,0,0,1.326315,1.200001,0,1.284813,0,1.047422
0,3672,0,0,1.317775,1.192134,0,1.276301,0,1.047482
0,3675,0,0,1.309322,1.184347,0,1.267875,0,1.047541
0,3678,0,0,1.300952,1.176637,0,1.259533,0,1.0476
0,3681,0,0,1.292666,1.169004,0,1.251274,0,1.047659
0,3684,0,0,1.284462,1.161447,0,1.243098,0,1.047717
0,3687,0,0,1.276339,1.153966,0,1.235003,0,1.047775
0,3690,0,0,1.268298,1.146559,0,1.226989,0,1.047833
0,3693,0,0,1.260336,1.139226,0,1.219054,0,1.04789
0,3696,0,0,1.252452,1.131966,0,1.211198,0,1.047946
0,3699,0,0,1.244647,1.124778,0,1.20342,0,1.048002
0,3702,0,0,1.236918,1.117661,0,1.195719,0,1.048058
0,3705,0,0,1.229267,1.110615,0,1.188095,0,1.048114
0,3708,0,0,1.221691,1.103639,0,1.180548,0,1.048169
0,3711,0,0,1.21419,1.096732,0,1.173075,0,1.048223
0,3714,0,0,1.206763,1.089893,0,1.165677,0,1.048277
0,3717,0,0,1.199409,1.083121,0,1.158353,0,1.048331
0,3720,0,0,1.192127,1.076417,0,1.151101,0,1.048384
0,3723,0,0,1.184917,1.069779,0,1.143922,0,1.048437
0,3726,0,0,1.177779,1.063206,0,1.136814,0,1.04849
0,3729,0,0,1.17071,1.056698,0,1.129777,0,1.048542
0,3732,0,0,1.163709,1.050253,0,1.122805,0,1.048594
0,3735,0,0,1.156775,1.04387,0,1.115902,0,1.048645
0,3738,0,0,1.149909,1.03755,0,1.109065,0,1.048696
0,3741,0,0,1.143109,1.031291,0,1.102294,0,1.048747
0,3744,0,0,1.136374,1.025092,0,1.095589,0,1.048797
0,3747,0,0,1.129704,1.018953,0,1.088948,0,1.048847
0,3750,0,0,1.123098,1.012874,0,1.082369,0,1.048897
0,3753,0,0,1.116554,1.006853,0,1.075853,0,1.048946
0,3756,0,0,1.110075,1.000891,0,1.069402,0,1.048995
0,3759,0,0,1.103658,0.9949864,0,1.063015,0,1.049043
0,3762,0,0,1.097304,0.9891394,0,1.056691,0,1.049092
0,3765,0,0,1.091011,0.9833488,0,1.050428,0,1.049139
0,3768,0,0,1.084778,0.9776142,0,1.044227,0,1.049187
