"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Midazolam|Whole Blood (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Rifampicin|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Rifampicin|Whole Blood (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Rifampicin|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Rifampicin|Fraction of oral drug mass absorbed into mucosa"
0,5139,0,0,1.159454,1.046761,0,1.116613,0,1.053532
0,5142,0,0,1.152424,1.040282,0,1.10962,0,1.053575
0,5145,0,0,1.145466,1.033869,0,1.102697,0,1.053617
0,5148,0,0,1.138577,1.02752,0,1.095845,0,1.053659
0,5151,0,0,1.131757,1.021234,0,1.089061,0,1.053701
0,5154,0,0,1.125005,1.015012,0,1.082346,0,1.053742
0,5157,0,0,1.118321,1.008852,0,1.075698,0,1.053783
0,5160,0,0,1.111703,1.002754,0,1.069117,0,1.053824
0,5163,0,0,1.105151,0.996717,0,1.062602,0,1.053865
0,5166,0,0,1.098665,0.9907402,0,1.056152,0,1.053905
0,5169,0,0,1.092242,0.984823,0,1.049767,0,1.053945
0,5172,0,0,1.085884,0.9789647,0,1.043446,0,1.053984
0,5175,0,0,1.079588,0.9731645,0,1.037187,0,1.054024
0,5178,0,0,1.073354,0.9674217,0,1.03099,0,1.054063
0,5181,0,0,1.067181,0.9617358,0,1.024855,0,1.054102
0,5184,0,0,1.06107,0.9561062,0,1.018781,0,1.05414
0,5187,0,0,1.055018,0.9505321,0,1.012767,0,1.054178
0,5190,0,0,1.049026,0.945013,0,1.006812,0,1.054216
0,5193,0,0,1.043092,0.9395483,0,1.000916,0,1.054254
0,5196,0,0,1.037217,0.9341372,0,0.9950777,0,1.054291
0,5199,0,0,1.031399,0.9287793,0,0.9892973,0,1.054328
0,5202,0,0,1.025637,0.9234739,0,0.9835737,0,1.054365
0,5205,0,0,1.019932,0.9182204,0,0.9779063,0,1.054402
0,5208,0,0,1.014282,0.9130183,0,0.9722946,0,1.054438
0,5211,0,0,1.008687,0.9078669,0,0.9667379,0,1.054474
0,5214,0,0,1.003146,0.9027658,0,0.9612355,0,1.05451
0,5217,0,0,0.9976594,0.8977143,0,0.9557871,0,1.054546
0,5220,0,0,0.9922255,0.8927119,0,0.9503918,0,1.054581
0,5223,0,0,0.9868439,0.887758,0,0.9450489,0,1.054616
0,5226,0,0,0.9815139,0.882852,0,0.9397575,0,1.054651
0,5229,0,0,0.976235,0.8779932,0,0.9345173,0,1.054685
0,5232,0,0,0.9710068,0.8731813,0,0.9293278,0,1.054719
0,5235,0,0,0.9658287,0.8684158,0,0.9241883,0,1.054753
0,5238,0,0,0.9606999,0.8636961,0,0.9190982,0,1.054787
0,5241,0,0,0.95562,0.8590216,0,0.914057,0,1.054821
0,5244,0,0,0.9505885,0.8543919,0,0.909064,0,1.054854
0,5247,0,0,0.9456049,0.8498065,0,0.904119,0,1.054887
0,5250,0,0,0.9406687,0.8452651,0,0.899222,0,1.05492
0,5253,0,0,0.9357794,0.840767,0,0.8943719,0,1.054953
0,5256,0,0,0.9309365,0.8363118,0,0.8895683,0,1.054985
0,5259,0,0,0.9261394,0.831899,0,0.8848107,0,1.055017
0,5262,0,0,0.9213877,0.8275282,0,0.8800988,0,1.055049
0,5265,0,0,0.9166809,0.8231989,0,0.875432,0,1.055081
0,5268,0,0,0.9120186,0.8189107,0,0.8708099,0,1.055112
0,5271,0,0,0.9074001,0.8146632,0,0.8662317,0,1.055144
0,5274,0,0,0.9028244,0.8104553,0,0.8616959,0,1.055175
0,5277,0,0,0.8982915,0.806287,0,0.8572029,0,1.055205
0,5280,0,0,0.8938007,0.8021579,0,0.8527521,0,1.055236
0,5283,0,0,0.8893518,0.7980674,0,0.848343,0,1.055266
0,5286,0,0,0.8849441,0.7940152,0,0.8439749,0,1.055297
0,5289,0,0,0.8805771,0.7900007,0,0.8396475,0,1.055327
0,5292,0,0,0.8762505,0.7860237,0,0.8353602,0,1.055357
0,5295,0,0,0.8719637,0.7820836,0,0.8311125,0,1.055386
0,5298,0,0,0.8677172,0.7781805,0,0.826906,0,1.055415
0,5301,0,0,0.86351,0.7743139,0,0.822739,0,1.055445
0,5304,0,0,0.8593417,0.7704831,0,0.8186111,0,1.055474
0,5307,0,0,0.8552119,0.766688,0,0.8145221,0,1.055502
0,5310,0,0,0.8511202,0.7629282,0,0.8104716,0,1.055531
0,5313,0,0,0.8470665,0.7592033,0,0.8064593,0,1.055559
0,5316,0,0,0.8430501,0.7555129,0,0.8024849,0,1.055587
0,5319,0,0,0.8390709,0.7518567,0,0.7985482,0,1.055615
0,5322,0,0,0.8351269,0.7482336,0,0.7946457,0,1.055643
0,5325,0,0,0.8312184,0.7446433,0,0.7907785,0,1.055671
0,5328,0,0,0.8273453,0.7410858,0,0.7869463,0,1.055698
0,5331,0,0,0.8235069,0.7375606,0,0.7831486,0,1.055725
0,5334,0,0,0.8197029,0.7340673,0,0.7793849,0,1.055752
0,5337,0,0,0.8159328,0.7306055,0,0.7756546,0,1.055779
0,5340,0,0,0.8121961,0.7271748,0,0.7719572,0,1.055806
0,5343,0,0,0.8084924,0.7237748,0,0.7682921,0,1.055832
0,5346,0,0,0.8048229,0.7204062,0,0.7646625,0,1.055859
0,5349,0,0,0.8011872,0.7170686,0,0.7610676,0,1.055885
0,5352,0,0,0.7975844,0.7137613,0,0.757506,0,1.055911
0,5355,0,0,0.7940142,0.7104841,0,0.7539777,0,1.055936
0,5358,0,0,0.7904764,0.7072368,0,0.7504826,0,1.055962
0,5361,0,0,0.7869708,0.7040191,0,0.7470205,0,1.055988
0,5364,0,0,0.7834973,0.7008308,0,0.7435914,0,1.056013
0,5367,0,0,0.7800555,0.6976717,0,0.7401954,0,1.056038
0,5370,0,0,0.7766433,0.6945401,0,0.7368278,0,1.056063
0,5373,0,0,0.7732593,0.6914352,0,0.7334865,0,1.056088
0,5376,0,0,0.7699046,0.6883575,0,0.7301738,0,1.056112
0,5379,0,0,0.7665786,0.6853067,0,0.7268891,0,1.056137
0,5382,0,0,0.7632809,0.6822822,0,0.7236316,0,1.056161
0,5385,0,0,0.7600108,0.6792837,0,0.7204006,0,1.056185
0,5388,0,0,0.756768,0.6763107,0,0.7171953,0,1.056209
0,5391,0,0,0.7535518,0.6733629,0,0.7140148,0,1.056233
0,5394,0,0,0.7503631,0.6704405,0,0.7108619,0,1.056256
0,5397,0,0,0.7472038,0.6675448,0,0.7077422,0,1.05628
0,5400,0,0,0.7440725,0.6646748,0,0.7046522,0,1.056303
0,5403,0,0,0.7409692,0.6618302,0,0.7015928,0,1.056326
0,5406,0,0,0.7378941,0.6590114,0,0.6985651,0,1.056349
0,5409,0,0,0.7348476,0.6562181,0,0.6955704,0,1.056372
0,5412,0,0,0.7318273,0.6534492,0,0.6925997,0,1.056395
0,5415,0,0,0.7288329,0.6507044,0,0.6896517,0,1.056418
0,5418,0,0,0.7258651,0.647984,0,0.6867293,0,1.05644
0,5421,0,0,0.7229238,0.6452879,0,0.6838313,0,1.056462
0,5424,0,0,0.7200087,0.6426159,0,0.6809566,0,1.056484
0,5427,0,0,0.7171195,0.6399677,0,0.6781042,0,1.056506
0,5430,0,0,0.714255,0.6373424,0,0.6752814,0,1.056528
0,5433,0,0,0.7114154,0.6347401,0,0.6724837,0,1.05655
0,5436,0,0,0.7086003,0.6321605,0,0.6697108,0,1.056572
0,5439,0,0,0.7058091,0.6296032,0,0.6669626,0,1.056593
0,5442,0,0,0.7030414,0.627068,0,0.6642392,0,1.056614
0,5445,0,0,0.7002964,0.6245541,0,0.6615385,0,1.056635
0,5448,0,0,0.6975725,0.6220601,0,0.6588559,0,1.056656
0,5451,0,0,0.6948695,0.6195862,0,0.6561931,0,1.056677
0,5454,0,0,0.6921867,0.6171315,0,0.653549,0,1.056698
0,5457,0,0,0.6895231,0.6146955,0,0.6509224,0,1.056719
0,5460,0,0,0.6868778,0.6122774,0,0.6483119,0,1.056739
0,5463,0,0,0.6842546,0.6098796,0,0.6457251,0,1.05676
0,5466,0,0,0.6816547,0.6075026,0,0.6431652,0,1.05678
0,5469,0,0,0.6790761,0.6051452,0,0.640629,0,1.0568
0,5472,0,0,0.6765193,0.6028075,0,0.6381174,0,1.05682
0,5475,0,0,0.6739846,0.6004896,0,0.6356321,0,1.05684
0,5478,0,0,0.6714725,0.5981916,0,0.6331744,0,1.05686
0,5481,0,0,0.6689801,0.5959122,0,0.6307309,0,1.056879
0,5484,0,0,0.6665089,0.5936521,0,0.6283073,0,1.056899
0,5487,0,0,0.664059,0.5914114,0,0.6259041,0,1.056918
0,5490,0,0,0.661631,0.5891902,0,0.6235206,0,1.056937
0,5493,0,0,0.6592247,0.5869887,0,0.6211557,0,1.056957
0,5496,0,0,0.6568397,0.5848064,0,0.6188099,0,1.056976
0,5499,0,0,0.6544733,0.5826416,0,0.6164867,0,1.056994
0,5502,0,0,0.6521268,0.5804951,0,0.6141832,0,1.057013
0,5505,0,0,0.6497999,0.5783668,0,0.6118993,0,1.057032
0,5508,0,0,0.6474919,0.5762562,0,0.6096347,0,1.057051
0,5511,0,0,0.6452026,0.5741633,0,0.6073894,0,1.057069
0,5514,0,0,0.6429309,0.5720869,0,0.6051607,0,1.057087
0,5517,0,0,0.6406757,0.5700262,0,0.6029467,0,1.057106
0,5520,0,0,0.6384366,0.5679811,0,0.6007477,0,1.057124
0,5523,0,0,0.6362128,0.5659508,0,0.5985629,0,1.057142
0,5526,0,0,0.6340035,0.5639349,0,0.5963911,0,1.05716
0,5529,0,0,0.6318075,0.5619325,0,0.5942311,0,1.057177
0,5532,0,0,0.6296309,0.5599473,0,0.5920934,0,1.057195
0,5535,0,0,0.6274716,0.557978,0,0.5899752,0,1.057213
0,5538,0,0,0.6253292,0.556024,0,0.5878759,0,1.05723
0,5541,0,0,0.6232038,0.5540853,0,0.5857964,0,1.057248
0,5544,0,0,0.6210957,0.5521621,0,0.583738,0,1.057265
0,5547,0,0,0.6190052,0.5502543,0,0.5817005,0,1.057282
0,5550,0,0,0.61693,0.5483612,0,0.5796732,0,1.057299
0,5553,0,0,0.6148719,0.5464835,0,0.5776624,0,1.057316
0,5556,0,0,0.6128308,0.5446212,0,0.5756676,0,1.057333
0,5559,0,0,0.6108072,0.5427743,0,0.5736883,0,1.05735
0,5562,0,0,0.6088012,0.5409431,0,0.5717238,0,1.057366
0,5565,0,0,0.6068115,0.5391268,0,0.569775,0,1.057383
0,5568,0,0,0.6048366,0.5373242,0,0.5678437,0,1.057399
0,5571,0,0,0.6028774,0.5355363,0,0.5659279,0,1.057416
0,5574,0,0,0.6009337,0.5337626,0,0.5640275,0,1.057432
0,5577,0,0,0.5990051,0.5320031,0,0.5621424,0,1.057448
0,5580,0,0,0.5970913,0.5302575,0,0.5602725,0,1.057464
0,5583,0,0,0.5951909,0.5285246,0,0.5584146,0,1.05748
0,5586,0,0,0.5933034,0.5268041,0,0.5565686,0,1.057496
0,5589,0,0,0.5914286,0.5250958,0,0.5547342,0,1.057512
0,5592,0,0,0.5895655,0.5233991,0,0.5529105,0,1.057528
0,5595,0,0,0.5877134,0.5217134,0,0.5510968,0,1.057544
0,5598,0,0,0.5858719,0.5200385,0,0.5492925,0,1.057559
0,5601,0,0,0.584047,0.5183779,0,0.547508,0,1.057575
0,5604,0,0,0.582235,0.5167294,0,0.5457379,0,1.05759
0,5607,0,0,0.5804363,0.5150929,0,0.5439829,0,1.057605
0,5610,0,0,0.5786512,0.5134686,0,0.5422439,0,1.05762
0,5613,0,0,0.5768799,0.5118565,0,0.540522,0,1.057636
0,5616,0,0,0.575122,0.5102565,0,0.5388147,0,1.057651
0,5619,0,0,0.5733767,0.5086683,0,0.5371164,0,1.057666
0,5622,0,0,0.5716448,0.5070922,0,0.5354311,0,1.05768
0,5625,0,0,0.5699267,0.5055285,0,0.5337585,0,1.057695
0,5628,0,0,0.5682225,0.503977,0,0.5320981,0,1.05771
0,5631,0,0,0.5665324,0.5024381,0,0.5304493,0,1.057725
0,5634,0,0,0.5648547,0.5009105,0,0.5288138,0,1.057739
0,5637,0,0,0.5631889,0.4993941,0,0.5271915,0,1.057754
0,5640,0,0,0.5615357,0.4978892,0,0.5255816,0,1.057768
0,5643,0,0,0.5598946,0.4963956,0,0.5239838,0,1.057782
0,5646,0,0,0.5582656,0.4949133,0,0.5223982,0,1.057797
0,5649,0,0,0.5566481,0.493442,0,0.5208244,0,1.057811
0,5652,0,0,0.555041,0.4919803,0,0.5192593,0,1.057825
0,5655,0,0,0.5534442,0.4905286,0,0.5177038,0,1.057839
0,5658,0,0,0.5518571,0.4890864,0,0.5161573,0,1.057853
0,5661,0,0,0.5502792,0.4876532,0,0.5146192,0,1.057867
0,5664,0,0,0.5487098,0.4862287,0,0.5130886,0,1.05788
0,5667,0,0,0.5471495,0.4848132,0,0.5115671,0,1.057894
0,5670,0,0,0.5456021,0.4834089,0,0.5100606,0,1.057908
0,5673,0,0,0.5440651,0.482014,0,0.5085657,0,1.057921
0,5676,0,0,0.5425386,0.4806288,0,0.5070831,0,1.057935
0,5679,0,0,0.5410229,0.4792533,0,0.5056134,0,1.057948
0,5682,0,0,0.5395182,0.4778875,0,0.5041577,0,1.057962
0,5685,0,0,0.538024,0.4765311,0,0.5027116,0,1.057975
0,5688,0,0,0.5365399,0.4751843,0,0.5012737,0,1.057988
0,5691,0,0,0.5350667,0.4738472,0,0.4998461,0,1.058001
0,5694,0,0,0.5336046,0.4725198,0,0.4984286,0,1.058014
0,5697,0,0,0.5321535,0.4712024,0,0.4970206,0,1.058027
0,5700,0,0,0.530714,0.469895,0,0.4956219,0,1.05804
0,5703,0,0,0.5292835,0.4685962,0,0.4942344,0,1.058053
0,5706,0,0,0.5278629,0.4673065,0,0.492857,0,1.058066
0,5709,0,0,0.5264523,0.466026,0,0.4914894,0,1.058079
0,5712,0,0,0.5250514,0.4647545,0,0.4901314,0,1.058092
0,5715,0,0,0.5236599,0.4634919,0,0.488783,0,1.058104
0,5718,0,0,0.5222776,0.462238,0,0.4874436,0,1.058117
0,5721,0,0,0.5209034,0.4609917,0,0.4861112,0,1.058129
0,5724,0,0,0.5195373,0.4597532,0,0.4847863,0,1.058142
0,5727,0,0,0.5181789,0.4585223,0,0.4834684,0,1.058154
0,5730,0,0,0.5168275,0.4572985,0,0.4821569,0,1.058166
0,5733,0,0,0.5154828,0.4560814,0,0.4808513,0,1.058179
0,5736,0,0,0.5141464,0.454872,0,0.4795545,0,1.058191
0,5739,0,0,0.5128196,0.4536712,0,0.4782689,0,1.058203
0,5742,0,0,0.5115012,0.4524781,0,0.4769927,0,1.058215
0,5745,0,0,0.5101913,0.4512926,0,0.4757265,0,1.058227
0,5748,0,0,0.50889,0.4501148,0,0.4744708,0,1.058239
0,5751,0,0,0.5075976,0.4489448,0,0.4732264,0,1.058251
0,5754,0,0,0.5063132,0.4477824,0,0.4719879,0,1.058263
0,5757,0,0,0.5050372,0.4466275,0,0.4707571,0,1.058274
0,5760,0,0,0.5037699,0.4454805,0,0.4695344,0,1.058286
0,5763,0,0,0.5046269,0.4458565,0,0.4860119,0,0.8495082
0,5766,0,0,0.5319833,0.4668806,0,0.5786811,0,0.8561324
0,5769,0,0,0.6171806,0.5350679,0,0.7673709,0,0.8658219
0,5772,0,0,0.7821824,0.6696617,0,1.058394,0,0.8770843
0,5775,0,0,1.035813,0.8790844,0,1.446285,0,0.8894414
0,5778,0,0,1.381999,1.166978,0,1.934259,0,0.9026941
0,5781,0,0,1.824297,1.536245,0,2.524714,0,0.9165886
0,5784,0,0,2.364883,1.988525,0,3.216821,0,0.9308404
0,5787,0,0,3.003259,2.523378,0,4.005242,0,0.945151
0,5790,0,0,3.734498,3.137117,0,4.873742,0,0.9585803
0,5793,0,0,4.541018,3.816839,0,5.782905,0,0.9705114
0,5796,0,0,5.395514,4.541994,0,6.701121,0,0.980948
0,5799,0,0,6.271215,5.291875,0,7.603731,0,0.9899603
0,5802,0,0,7.144223,6.047459,0,8.472734,0,0.9976608
0,5805,0,0,7.993986,6.791888,0,9.293144,0,1.004184
0,5808,0,0,8.804791,7.511574,0,10.04989,0,1.009672
0,5811,0,0,9.563964,8.195176,0,10.74031,0,1.014264
0,5814,0,0,10.26319,8.834513,0,11.35944,0,1.018091
0,5817,0,0,10.8971,9.423726,0,11.906,0,1.021269
0,5820,0,0,11.46299,9.959107,0,12.38076,0,1.023904
0,5823,0,0,11.96024,10.43872,0,12.78592,0,1.026087
0,5826,0,0,12.39,10.86218,0,13.1248,0,1.027896
0,5829,0,0,12.7547,11.23033,0,13.40145,0,1.029395
0,5832,0,0,13.05761,11.54488,0,13.6203,0,1.030641
0,5835,0,0,13.30255,11.8082,0,13.786,0,1.031679
0,5838,0,0,13.49373,12.02312,0,13.90324,0,1.032547
0,5841,0,0,13.63551,12.1928,0,13.97665,0,1.033278
0,5844,0,0,13.73229,12.32058,0,14.01071,0,1.033896
0,5847,0,0,13.78841,12.40986,0,14.00967,0,1.034423
0,5850,0,0,13.80803,12.46404,0,13.97754,0,1.034876
0,5853,0,0,13.7951,12.48643,0,13.91804,0,1.03527
0,5856,0,0,13.75333,12.4802,0,13.8346,0,1.035615
0,5859,0,0,13.6862,12.44841,0,13.73039,0,1.035922
0,5862,0,0,13.59692,12.39394,0,13.6083,0,1.036198
0,5865,0,0,13.48844,12.31948,0,13.47095,0,1.036449
0,5868,0,0,13.36345,12.22752,0,13.32067,0,1.036679
0,5871,0,0,13.22437,12.12036,0,13.15957,0,1.036892
0,5874,0,0,13.07339,12.00009,0,12.98953,0,1.037092
0,5877,0,0,12.91247,11.86864,0,12.81223,0,1.03728
0,5880,0,0,12.74338,11.72775,0,12.62919,0,1.03746
0,5883,0,0,12.5677,11.579,0,12.44174,0,1.037632
0,5886,0,0,12.38684,11.4238,0,12.25104,0,1.037799
0,5889,0,0,12.20203,11.26345,0,12.05814,0,1.037961
0,5892,0,0,12.01439,11.09907,0,11.86392,0,1.038118
0,5895,0,0,11.82486,10.93167,0,11.66919,0,1.038273
0,5898,0,0,11.6343,10.76216,0,11.47463,0,1.038425
0,5901,0,0,11.44344,10.59132,0,11.28082,0,1.038574
0,5904,0,0,11.25292,10.41986,0,11.08827,0,1.038722
0,5907,0,0,11.06329,10.24837,0,10.89741,0,1.038868
0,5910,0,0,10.87502,10.07738,0,10.7086,0,1.039012
0,5913,0,0,10.68852,9.907359,0,10.52216,0,1.039155
0,5916,0,0,10.50412,9.738688,0,10.33834,0,1.039296
0,5919,0,0,10.3221,9.571706,0,10.15734,0,1.039437
0,5922,0,0,10.14271,9.406693,0,9.979331,0,1.039576
0,5925,0,0,9.966131,9.243887,0,9.804453,0,1.039714
0,5928,0,0,9.792524,9.083485,0,9.632804,0,1.039851
0,5931,0,0,9.622011,8.925648,0,9.464461,0,1.039987
0,5934,0,0,9.454683,8.770504,0,9.299477,0,1.040123
0,5937,0,0,9.290608,8.618155,0,9.137881,0,1.040257
0,5940,0,0,9.129832,8.468677,0,8.979691,0,1.04039
0,5943,0,0,8.972383,8.322124,0,8.824904,0,1.040523
0,5946,0,0,8.818269,8.178535,0,8.67351,0,1.040655
0,5949,0,0,8.667488,8.037927,0,8.525482,0,1.040786
0,5952,0,0,8.520024,7.900309,0,8.380789,0,1.040916
0,5955,0,0,8.375852,7.765675,0,8.239389,0,1.041045
0,5958,0,0,8.234936,7.634007,0,8.101236,0,1.041174
0,5961,0,0,8.097235,7.505282,0,7.966277,0,1.041302
0,5964,0,0,7.9627,7.379468,0,7.834455,0,1.04143
0,5967,0,0,7.831281,7.256525,0,7.705707,0,1.041556
0,5970,0,0,7.70292,7.13641,0,7.579977,0,1.041682
0,5973,0,0,7.577558,7.019076,0,7.457192,0,1.041808
0,5976,0,0,7.455131,6.904471,0,7.337288,0,1.041933
0,5979,0,0,7.335575,6.79254,0,7.220199,0,1.042057
0,5982,0,0,7.218825,6.683228,0,7.105856,0,1.042181
0,5985,0,0,7.104815,6.576477,0,6.994192,0,1.042304
0,5988,0,0,6.993479,6.472228,0,6.885137,0,1.042427
0,5991,0,0,6.884748,6.370421,0,6.778625,0,1.042549
0,5994,0,0,6.778558,6.270997,0,6.674587,0,1.04267
0,5997,0,0,6.67484,6.173896,0,6.572958,0,1.042792
0,6000,0,0,6.573531,6.079058,0,6.473673,0,1.042912
0,6003,0,0,6.474564,5.986423,0,6.376667,0,1.043033
0,6006,0,0,6.377877,5.895935,0,6.281878,0,1.043153
0,6009,0,0,6.283407,5.807533,0,6.189243,0,1.043272
0,6012,0,0,6.191092,5.721161,0,6.098702,0,1.043391
0,6015,0,0,6.100872,5.636764,0,6.010196,0,1.043509
0,6018,0,0,6.012688,5.554286,0,5.923668,0,1.043628
0,6021,0,0,5.926483,5.473675,0,5.839062,0,1.043745
0,6024,0,0,5.842201,5.394876,0,5.756323,0,1.043863
0,6027,0,0,5.759787,5.31784,0,5.675397,0,1.04398
0,6030,0,0,5.679189,5.242515,0,5.596236,0,1.044096
0,6033,0,0,5.600354,5.168854,0,5.518784,0,1.044212
0,6036,0,0,5.523233,5.096809,0,5.442999,0,1.044328
0,6039,0,0,5.447776,5.026335,0,5.368829,0,1.044444
0,6042,0,0,5.373937,4.957386,0,5.296228,0,1.044559
0,6045,0,0,5.301671,4.889918,0,5.225162,0,1.044674
0,6048,0,0,5.230929,4.823891,0,5.15556,0,1.044788
0,6051,0,0,5.161677,4.759264,0,5.08745,0,1.044902
0,6054,0,0,5.093875,4.696003,0,5.020706,0,1.045016
0,6057,0,0,5.027481,4.634067,0,4.955362,0,1.04513
0,6060,0,0,4.96243,4.573403,0,4.891212,0,1.045243
0,6063,0,0,4.898704,4.513988,0,4.828554,0,1.045356
0,6066,0,0,4.836299,4.455805,0,4.76713,0,1.045468
0,6069,0,0,4.77521,4.398842,0,4.706962,0,1.04558
0,6072,0,0,4.715378,4.343053,0,4.648059,0,1.045692
0,6075,0,0,4.656659,4.288341,0,4.589818,0,1.045803
0,6078,0,0,4.598931,4.234616,0,4.532753,0,1.045915
0,6081,0,0,4.542299,4.181922,0,4.477187,0,1.046026
0,6084,0,0,4.486845,4.1303,0,4.422378,0,1.046136
0,6087,0,0,4.432475,4.079687,0,4.36861,0,1.046246
0,6090,0,0,4.379139,4.030046,0,4.31611,0,1.046356
0,6093,0,0,4.326824,3.981362,0,4.26447,0,1.046466
0,6096,0,0,4.275483,3.933596,0,4.213662,0,1.046575
0,6099,0,0,4.225038,3.886688,0,4.163682,0,1.046684
0,6102,0,0,4.175491,3.84063,0,4.114858,0,1.046793
0,6105,0,0,4.127049,3.795542,0,4.067448,0,1.046901
0,6108,0,0,4.079508,3.751301,0,4.019877,0,1.047009
0,6111,0,0,4.03267,3.707775,0,3.973923,0,1.047117
0,6114,0,0,3.98673,3.66507,0,3.928041,0,1.047225
0,6117,0,0,3.941447,3.623032,0,3.883614,0,1.047332
0,6120,0,0,3.897148,3.581852,0,3.839586,0,1.047439
0,6123,0,0,3.85353,3.541341,0,3.796634,0,1.047545
0,6126,0,0,3.810708,3.501564,0,3.754172,0,1.047652
0,6129,0,0,3.768718,3.462537,0,3.712612,0,1.047757
0,6132,0,0,3.727429,3.424176,0,3.671746,0,1.047863
0,6135,0,0,3.686831,3.386468,0,3.631561,0,1.047968
0,6138,0,0,3.646919,3.349404,0,3.592021,0,1.048072
0,6141,0,0,3.60767,3.312965,0,3.553128,0,1.048176
0,6144,0,0,3.56907,3.277135,0,3.514871,0,1.048279
0,6147,0,0,3.531106,3.2419,0,3.477233,0,1.048382
0,6150,0,0,3.493759,3.207244,0,3.440204,0,1.048485
0,6153,0,0,3.457014,3.173152,0,3.403763,0,1.048586
0,6156,0,0,3.420855,3.139608,0,3.367889,0,1.048687
0,6159,0,0,3.385262,3.106596,0,3.332564,0,1.048787
0,6162,0,0,3.350219,3.074099,0,3.297776,0,1.048886
0,6165,0,0,3.315713,3.042105,0,3.263511,0,1.048985
0,6168,0,0,3.281729,3.010599,0,3.229758,0,1.049083
0,6171,0,0,3.248254,2.97957,0,3.196503,0,1.049179
0,6174,0,0,3.215276,2.949005,0,3.163736,0,1.049276
0,6177,0,0,3.182783,2.918895,0,3.131446,0,1.049371
0,6180,0,0,3.150766,2.889227,0,3.099623,0,1.049466
0,6183,0,0,3.119213,2.859993,0,3.068256,0,1.04956
0,6186,0,0,3.088114,2.831182,0,3.037336,0,1.049653
0,6189,0,0,3.057459,2.802785,0,3.006855,0,1.049746
0,6192,0,0,3.027241,2.774795,0,2.976803,0,1.049837
0,6195,0,0,2.99745,2.747202,0,2.947172,0,1.049929
0,6198,0,0,2.968076,2.719997,0,2.917953,0,1.050019
0,6201,0,0,2.939113,2.693175,0,2.889139,0,1.050109
0,6204,0,0,2.910551,2.666726,0,2.860722,0,1.050198
0,6207,0,0,2.882383,2.640643,0,2.832693,0,1.050286
0,6210,0,0,2.854601,2.614919,0,2.805047,0,1.050374
0,6213,0,0,2.827199,2.589548,0,2.777776,0,1.050461
0,6216,0,0,2.800169,2.564523,0,2.750872,0,1.050547
0,6219,0,0,2.773504,2.539837,0,2.72433,0,1.050633
0,6222,0,0,2.747198,2.515484,0,2.698143,0,1.050718
0,6225,0,0,2.721244,2.491458,0,2.672305,0,1.050803
0,6228,0,0,2.695636,2.467753,0,2.646809,0,1.050886
0,6231,0,0,2.670367,2.444364,0,2.62165,0,1.05097
0,6234,0,0,2.645434,2.421285,0,2.596823,0,1.051052
0,6237,0,0,2.620828,2.39851,0,2.57232,0,1.051134
0,6240,0,0,2.596544,2.376035,0,2.548136,0,1.051215
0,6243,0,0,2.572577,2.353854,0,2.524266,0,1.051296
0,6246,0,0,2.548922,2.331962,0,2.500706,0,1.051376
0,6249,0,0,2.525574,2.310355,0,2.47745,0,1.051455
0,6252,0,0,2.502527,2.289026,0,2.454492,0,1.051534
0,6255,0,0,2.479775,2.267973,0,2.431828,0,1.051612
0,6258,0,0,2.457316,2.24719,0,2.409454,0,1.05169
0,6261,0,0,2.435143,2.226673,0,2.387365,0,1.051767
0,6264,0,0,2.413252,2.206418,0,2.365555,0,1.051844
0,6267,0,0,2.391638,2.186419,0,2.34402,0,1.051919
0,6270,0,0,2.370297,2.166674,0,2.322756,0,1.051995
0,6273,0,0,2.349224,2.147177,0,2.301759,0,1.052069
0,6276,0,0,2.328416,2.127926,0,2.281024,0,1.052144
0,6279,0,0,2.307868,2.108916,0,2.260548,0,1.052217
0,6282,0,0,2.287575,2.090143,0,2.240326,0,1.05229
0,6285,0,0,2.267535,2.071603,0,2.220356,0,1.052363
0,6288,0,0,2.247744,2.053294,0,2.200633,0,1.052435
0,6291,0,0,2.228196,2.035211,0,2.181151,0,1.052506
0,6294,0,0,2.208888,2.017351,0,2.161909,0,1.052577
0,6297,0,0,2.189817,1.99971,0,2.1429,0,1.052647
0,6300,0,0,2.170979,1.982285,0,2.124123,0,1.052717
0,6303,0,0,2.15237,1.965073,0,2.105574,0,1.052786
0,6306,0,0,2.133988,1.948071,0,2.087253,0,1.052855
0,6309,0,0,2.115829,1.931276,0,2.069154,0,1.052923
0,6312,0,0,2.097891,1.914684,0,2.051276,0,1.052991
0,6315,0,0,2.08017,1.898294,0,2.033616,0,1.053058
0,6318,0,0,2.062661,1.8821,0,2.016163,0,1.053124
0,6321,0,0,2.04536,1.866101,0,1.998918,0,1.05319
0,6324,0,0,2.028266,1.850292,0,1.981875,0,1.053256
0,6327,0,0,2.011374,1.834671,0,1.965031,0,1.053321
